0.	2.
0.05	2.0050125208593945
0.1	2.0202013400199546
0.15000000000000002	2.0460278595065695
0.2	2.083287060278593
0.25	2.133148380996448
0.30000000000000004	2.1972168914634254
0.35000000000000003	2.277618960292
0.4	2.3771181144226508
0.45	2.499268335874804
0.5	2.648613319857349
0.55	2.830940453246647
0.6000000000000001	3.0535957850110362
0.65	3.325857664007564
0.7000000000000001	3.659345590576248
0.75	4.068395835756501
0.8	4.570248645826658
0.8500000000000001	5.184740774303112
0.9	5.932968977003053
0.9500000000000001	6.834129241119629
1.	7.899647080178615
1.05	9.124290634825403
1.1	10.47590753671179
1.1500000000000001	11.888832644899857
1.2000000000000002	13.268602240497067
1.25	14.51249038480692
1.3	15.539568108507082
1.35	16.313870814852308
1.4000000000000001	16.84740289454167
1.4500000000000002	17.184591757532367
1.5	17.380819425839178
1.55	17.486274063598675
1.6	17.53866424500291
1.6500000000000001	17.562705691437678
1.7000000000000002	17.572872053372482
1.75	17.57681966974489
1.8	17.57822120892768
1.85	17.57867400142285
1.9000000000000001	17.57880643589013
1.9500000000000002	17.57884131759541
2.	17.578849545692755
2.0500000000000003	17.578851274108462
2.1	17.57885159556424
2.15	17.578851648181935
2.2	17.578851655716
2.25	17.578851656653786
2.3000000000000003	17.578851656754615
2.35	17.578851656763913
2.4000000000000004	17.578851656764652
2.45	17.5788516567647
2.5	17.5788516567647
